exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,unit,time
33,49,0,1,0,1,1,0,1,8,0,6.2146,129,3
34,49,0,0,0,1,1,0,1,8,0,6.2729,129,4
35,49,0,0,0,1,1,0,1,8,0,6.3279,129,5
36,49,1,0,0,1,1,0,1,8,0,6.4441,129,6
37,49,1,1,0,1,1,0,1,8,0,6.4907,129,7
31,46,0,1,0,1,1,0,1,8,0,6.4831,130,1
32,45,0,1,0,1,1,0,1,8,0,6.5250,130,2
33,46,0,1,0,1,1,0,1,8,0,6.6080,130,3
34,46,0,0,0,1,1,0,1,8,0,6.7154,130,4
35,46,0,0,0,1,1,0,1,8,0,6.8406,130,5
36,46,0,1,0,1,1,0,1,8,0,6.9698,130,6
37,46,1,1,0,1,1,0,1,8,0,7.0475,130,7
30,45,1,1,0,1,1,0,1,8,0,6.4831,131,1
31,43,1,1,0,1,1,0,1,8,0,6.5539,131,2
32,45,1,1,0,1,1,0,1,8,0,6.5999,131,3
33,45,1,1,0,1,1,0,1,8,0,6.7093,131,4
34,43,1,1,0,1,1,0,1,8,0,6.8565,131,5
35,38,1,1,0,1,1,0,1,8,0,6.9679,131,6
36,41,1,1,0,1,1,0,1,8,0,7.0622,131,7
21,51,0,0,1,0,1,0,0,17,0,6.9058,132,1
22,51,0,0,1,0,1,0,0,17,0,6.9058,132,2
23,50,0,0,1,0,1,0,0,17,0,7.4384,132,3
24,50,0,0,1,0,1,0,0,17,0,7.4955,132,4
25,51,0,0,1,0,1,0,0,17,0,7.5756,132,5
26,46,0,0,1,0,1,0,0,17,0,7.6497,132,6
27,50,0,0,1,0,1,0,0,17,0,7.5470,132,7
19,51,1,1,1,1,1,0,1,12,1,6.3279,133,1
20,50,1,1,1,1,1,0,1,12,1,6.4770,133,2
21,50,1,1,1,1,1,0,1,12,1,6.5862,133,3
22,50,1,1,1,1,1,0,1,12,1,6.6846,133,4
23,50,1,1,1,1,1,0,1,12,1,6.6846,133,5
24,50,1,1,1,1,1,0,1,12,1,6.9412,133,6
25,40,1,1,1,1,1,0,1,12,1,7.0475,133,7
4,47,1,1,0,0,0,0,1,12,0,5.7203,134,1
5,48,1,1,0,0,0,0,1,12,0,5.9584,134,2
6,51,1,1,0,0,0,0,1,12,0,6.0210,134,3
7,49,1,1,0,0,0,0,1,12,0,6.2146,134,4
8,49,1,1,0,0,0,0,1,12,0,6.2916,134,5
9,48,1,1,0,0,0,0,1,12,0,6.3716,134,6
10,49,1,1,0,0,0,0,1,12,0,6.4536,134,7
15,49,0,0,0,0,1,0,0,12,0,6.6529,135,1
16,49,0,0,0,0,1,0,0,12,0,6.7742,135,2
17,47,0,0,0,0,1,0,0,12,0,7.0901,135,3
18,48,0,1,0,0,1,0,0,12,0,6.9078,135,4
19,48,0,1,0,0,1,0,0,12,0,7.1082,135,5
20,48,0,1,0,0,1,0,0,12,0,7.0282,135,6
21,48,0,1,0,0,1,0,0,12,0,7.3132,135,7
20,48,0,1,0,1,1,0,0,13,0,6.9058,136,1
21,51,0,1,0,1,1,0,0,13,0,6.5793,136,2
22,50,0,1,0,1,1,0,0,13,0,7.1831,136,3
23,51,0,1,0,1,1,0,0,13,0,7.3132,136,4
24,49,0,1,0,1,1,0,0,13,0,7.4085,136,5
25,47,0,0,0,1,1,0,0,13,0,7.3865,136,6
26,48,0,1,0,1,1,0,0,13,0,7.6478,136,7
23,49,1,1,0,1,1,0,0,11,0,6.6373,137,1
24,49,1,1,0,1,1,0,0,11,0,6.7856,137,2
25,49,1,1,0,1,1,0,0,11,0,6.9127,137,3
26,49,1,1,0,1,1,0,0,11,0,6.9829,137,4
27,50,1,1,0,1,1,0,0,11,0,6.9566,137,5
28,49,1,1,0,1,1,0,0,11,0,7.0193,137,6
29,50,1,1,0,1,1,0,0,11,0,7.2535,137,7
23,47,0,0,0,1,1,0,0,16,0,6.9058,138,1
24,48,0,0,0,1,1,0,0,16,0,6.9058,138,2
25,48,0,0,0,1,1,0,0,16,0,7.4674,138,3
26,49,0,0,0,1,1,0,0,16,0,7.5038,138,4
27,45,0,0,0,1,1,0,0,16,0,7.5858,138,5
28,48,0,0,0,1,1,0,0,16,0,7.6639,138,6
29,47,0,1,0,1,1,0,0,16,0,7.4674,138,7
4,51,0,0,0,0,0,0,0,16,0,6.4378,139,1
5,51,0,0,0,0,0,0,0,16,0,6.6201,139,2
6,51,0,0,0,0,0,0,0,16,0,6.6201,139,3
7,50,0,0,0,0,0,0,0,16,0,6.7742,139,4
8,51,0,0,0,0,0,0,0,16,0,7.1309,139,5
9,49,0,0,0,1,0,0,0,16,0,7.1507,139,6
10,49,0,0,0,1,1,0,0,16,0,7.2442,139,7
10,44,1,1,1,0,1,0,1,9,0,6.2305,140,1
11,48,1,1,1,0,1,0,1,9,0,6.3333,140,2
12,48,1,1,1,0,1,0,1,9,0,6.3647,140,3
13,49,1,1,1,0,1,0,1,9,0,6.4505,140,4
14,48,1,1,1,0,1,0,1,9,0,6.5723,140,5
15,38,1,1,1,0,1,0,1,9,0,6.9939,140,6
16,52,1,1,1,0,1,0,1,9,0,7.2189,140,7
15,46,1,1,0,0,1,0,0,8,0,5.8861,141,1
16,44,1,0,0,0,1,0,0,8,0,5.7838,141,2
17,45,1,0,0,0,1,0,0,8,0,5.9915,141,3
18,51,1,0,0,0,1,0,0,8,0,6.1093,141,4
19,50,1,0,0,0,1,0,0,8,0,6.3208,141,5
20,50,1,0,0,0,1,0,0,8,0,6.4378,141,6
21,49,1,0,0,0,1,0,0,8,0,6.5058,141,7
35,47,0,1,0,1,1,0,0,16,0,6.7214,142,1
36,45,0,1,0,1,1,0,0,16,0,6.6809,142,2
37,48,0,1,0,1,1,0,0,16,0,6.7262,142,3
38,47,0,1,0,1,1,0,0,16,0,6.8773,142,4
39,47,0,1,0,1,1,0,0,16,0,6.8773,142,5
40,47,0,1,0,1,1,0,0,16,0,6.9613,142,6
41,47,0,1,0,1,1,0,0,16,0,7.1091,142,7
34,50,1,1,0,1,1,0,0,12,0,6.3716,143,1
35,49,1,1,0,1,1,0,0,12,0,6.4770,143,2
36,49,1,1,0,1,1,0,0,12,0,6.5862,143,3
37,49,1,1,0,1,1,0,0,12,0,6.6846,143,4
38,48,1,1,0,1,1,0,0,12,0,6.8134,143,5
39,48,1,1,0,1,1,0,0,12,0,6.8773,143,6
40,48,1,1,0,1,1,0,0,12,0,6.9660,143,7
7,49,0,1,0,1,1,0,0,14,0,6.2305,144,1
8,50,0,1,0,1,1,0,0,14,0,6.3099,144,2
9,49,0,1,0,1,1,0,0,14,0,6.3969,144,3
10,49,0,1,0,0,1,0,0,14,0,6.6201,144,4
11,49,0,1,0,0,1,0,0,14,0,6.7742,144,5
12,48,0,1,0,0,1,0,0,14,0,6.7499,144,6
13,48,0,1,0,0,1,0,0,14,0,7.1701,144,7
19,48,0,0,0,1,1,0,0,16,0,6.7742,145,1
20,49,0,1,0,1,1,0,0,16,0,6.9058,145,2
21,49,0,1,0,1,1,0,0,16,0,7.3132,145,3
22,49,0,0,0,1,1,0,0,16,0,7.4955,145,4
23,49,0,0,0,1,1,0,0,16,0,6.9137,145,5
24,49,0,1,0,1,1,0,0,16,0,7.1099,145,6
25,49,0,0,0,1,1,0,0,16,0,7.3982,145,7
36,48,0,1,0,0,1,0,0,15,0,6.9058,146,1
37,48,0,1,0,0,1,0,0,15,0,6.9058,146,2
38,48,0,1,0,0,1,0,0,15,0,7.1309,146,3
39,48,0,1,0,0,1,0,0,15,0,7.1701,146,4
40,48,0,1,0,0,1,0,0,15,0,7.2442,146,5
41,48,0,1,0,0,1,0,0,15,0,7.3132,146,6
42,48,0,1,0,0,1,0,0,15,0,7.4085,146,7
12,47,0,1,0,0,1,0,0,12,0,6.4770,147,1
13,48,0,1,0,0,1,0,0,12,0,6.6134,147,2
14,48,0,1,0,0,1,0,0,12,0,6.7214,147,3
15,48,0,0,0,0,1,0,0,12,0,7.0031,147,4
16,47,0,1,0,0,1,0,0,12,0,7.0031,147,5
17,49,0,1,0,0,1,0,0,12,0,7.1982,147,6
18,47,0,1,0,0,1,0,0,12,0,7.2101,147,7
4,45,1,0,0,1,1,0,0,14,0,5.7526,148,1
5,50,0,0,0,1,1,0,0,14,0,5.7526,148,2
6,50,0,0,0,1,1,0,0,14,0,6.2344,148,3
7,47,0,0,0,1,1,0,0,14,0,6.4770,148,4
8,51,0,0,0,1,1,0,0,14,0,6.6201,148,5
9,50,0,0,0,1,1,0,0,14,0,6.9566,148,6
10,49,0,0,0,1,1,0,0,14,0,6.8669,148,7
6,36,0,0,0,1,1,0,1,16,0,6.5367,149,1
7,36,0,0,0,1,1,0,1,16,0,6.8416,149,2
8,36,0,0,0,1,1,0,1,16,0,6.6846,149,3
9,36,0,0,0,1,0,0,1,16,0,6.8406,149,4
10,39,0,0,0,1,0,0,1,16,0,6.9078,149,5
11,36,0,0,0,1,0,0,1,16,0,6.8565,149,6
12,37,0,0,0,1,0,0,1,16,0,6.9078,149,7
16,48,1,0,0,1,1,0,1,12,0,6.2710,150,1
17,37,1,1,0,1,1,0,1,12,0,6.5396,150,2
18,32,1,1,0,1,1,0,1,12,0,6.5667,150,3
19,47,1,1,0,1,1,0,1,12,0,6.5958,150,4
20,40,1,1,0,1,1,0,1,12,0,6.8384,150,5
21,42,1,1,0,1,1,0,1,12,0,6.9402,150,6
22,5,1,1,0,1,1,0,1,12,0,6.8035,150,7
20,50,1,0,1,0,1,0,0,16,0,6.3099,151,1
21,50,1,0,1,0,1,0,0,16,0,6.4329,151,2
22,46,1,0,1,0,1,0,0,16,0,6.4816,151,3
23,49,1,0,1,0,1,0,0,16,0,6.6067,151,4
24,50,1,0,1,0,1,0,0,16,0,6.6333,151,5
25,48,0,0,1,0,1,0,0,16,0,6.7452,151,6
26,46,1,0,1,0,1,0,0,16,0,6.8276,151,7
4,50,1,0,1,0,1,0,0,8,1,5.4161,152,1
5,44,1,0,1,0,1,0,0,8,1,5.4596,152,2
6,48,1,0,1,0,1,0,0,8,1,5.4596,152,3
7,43,1,0,1,0,0,0,0,8,1,5.5797,152,4
8,6,1,0,1,0,0,0,0,8,1,5.7038,152,5
9,6,1,0,1,0,0,0,0,8,1,5.7038,152,6
10,35,1,0,1,0,0,0,0,8,1,5.7038,152,7
13,49,1,0,0,1,1,0,0,12,0,6.2246,153,1
14,37,1,0,0,1,1,0,0,12,0,6.3099,153,2
15,49,1,0,0,1,1,0,0,12,0,6.3099,153,3
16,48,1,0,0,1,1,0,0,12,0,6.3852,153,4
17,22,1,0,0,1,1,0,0,12,0,6.4345,153,5
18,50,1,0,0,1,1,0,0,12,0,6.5511,153,6
19,48,1,0,0,1,0,0,0,12,0,6.6846,153,7
12,50,0,0,1,1,0,0,0,17,0,6.7452,154,1
13,44,0,0,1,1,0,0,0,17,0,6.7274,154,2
14,50,0,0,1,1,0,0,0,17,0,6.8824,154,3
15,45,0,0,1,1,1,0,0,17,0,6.9276,154,4
16,44,0,0,1,1,0,0,0,17,0,6.8997,154,5
17,51,0,0,1,1,0,0,0,17,0,7.0273,154,6
18,49,0,0,1,1,0,0,0,17,0,7.1309,154,7
3,49,0,0,0,1,1,0,0,16,0,6.5221,155,1
4,46,0,0,0,1,1,0,0,16,0,6.6846,155,2
5,48,0,0,0,1,1,0,0,16,0,6.8024,155,3
6,48,0,0,0,1,1,0,0,16,0,7.0031,155,4
7,48,0,0,0,1,1,0,0,16,0,7.0031,155,5
8,48,0,0,0,1,1,0,0,16,0,7.2793,155,6
9,48,0,1,0,1,1,0,0,16,0,7.3778,155,7
33,47,0,0,0,0,1,0,0,13,0,6.6529,156,1
34,47,0,0,0,0,1,0,0,13,0,6.7742,156,2
35,47,0,0,0,0,1,0,0,13,0,6.8024,156,3
36,47,0,0,0,0,1,0,0,13,0,6.8565,156,4
37,48,0,0,0,0,1,0,0,13,0,7.0031,156,5
38,48,1,0,0,0,1,0,0,13,0,7.0901,156,6
39,48,1,0,0,0,1,0,0,13,0,7.0690,156,7
8,48,1,1,0,0,1,0,1,12,0,6.5454,157,1
9,51,0,1,0,0,1,0,1,12,0,6.4536,157,2
10,49,0,1,0,0,1,0,1,12,0,6.5779,157,3
11,49,0,1,0,0,1,0,1,12,0,6.6746,157,4
12,50,1,1,0,0,1,0,1,12,0,6.7731,157,5
13,50,0,1,0,0,1,0,1,12,0,6.8690,157,6
14,50,1,1,0,0,1,0,1,12,0,6.9078,157,7
29,46,1,1,0,1,1,0,0,12,0,6.6386,158,1
30,47,1,1,0,1,1,0,0,12,0,6.6846,158,2
31,47,1,1,0,1,1,0,0,12,0,6.7334,158,3
32,47,1,1,0,1,1,0,0,12,0,6.8824,158,4
33,47,1,1,0,1,1,0,0,12,0,6.9256,158,5
34,47,1,1,0,1,1,0,0,12,0,7.0414,158,6
35,47,1,1,0,1,1,0,0,12,0,7.0884,158,7
30,49,0,1,0,0,1,0,0,12,0,6.5511,159,1
31,49,0,1,0,0,1,0,0,12,0,6.5862,159,2
32,49,0,0,0,0,1,0,0,12,0,6.6529,159,3
33,52,0,1,0,0,1,0,0,12,0,6.4378,159,4
34,48,0,1,0,0,1,0,0,12,0,6.6201,159,5
35,50,0,1,0,0,1,0,0,12,0,6.8024,159,6
36,49,1,1,0,0,1,0,1,12,0,6.6846,159,7
25,38,0,0,0,1,1,0,1,17,0,6.6201,160,1
26,40,0,0,0,1,1,0,1,17,0,6.8024,160,2
27,39,0,0,0,1,1,0,1,17,0,6.8565,160,3
28,38,0,0,0,1,1,0,1,17,0,6.9078,160,4
29,39,0,0,0,1,1,0,1,17,0,6.9566,160,5
30,39,0,0,0,1,1,0,1,17,0,7.0901,160,6
31,35,0,0,0,1,1,0,1,17,0,7.1507,160,7
9,50,1,0,0,0,1,0,0,12,0,6.1093,161,1
10,52,1,0,0,0,1,0,0,12,0,6.2146,161,2
11,52,1,0,0,0,1,0,0,12,0,6.2146,161,3
12,52,1,0,0,0,1,0,0,12,0,6.5582,161,4
13,52,1,0,0,0,1,0,0,12,0,6.6657,161,5
14,46,1,0,0,0,1,0,0,12,0,6.8617,161,6
15,52,1,0,0,0,1,0,0,12,0,6.9707,161,7
8,50,1,0,0,1,1,0,0,12,0,5.7430,162,1
9,38,1,0,0,1,1,0,0,12,0,6.0521,162,2
10,49,0,0,0,1,1,0,0,12,0,6.0799,162,3
11,49,1,0,0,1,1,0,0,12,0,6.3099,162,4
12,51,1,0,0,1,1,0,0,12,0,6.3969,162,5
13,51,1,0,0,1,1,0,0,12,0,6.4770,162,6
14,49,1,0,0,1,0,0,0,12,0,6.5147,162,7
10,50,1,1,1,1,1,0,1,12,0,6.0403,163,1
11,52,1,1,1,1,1,0,1,12,0,6.1841,163,2
12,51,1,1,1,1,1,0,1,12,0,6.2146,163,3
13,49,1,1,1,1,1,0,1,12,0,6.3099,163,4
14,49,1,1,1,1,1,0,1,12,0,6.4552,163,5
15,50,1,1,1,1,1,0,1,12,0,6.5221,163,6
16,49,1,1,1,1,1,0,1,12,0,6.6425,163,7
10,49,1,1,1,1,0,1,0,11,1,6.0730,164,1
11,46,1,1,1,1,0,1,0,11,1,6.1944,164,2
12,50,1,1,1,1,0,1,0,11,1,6.3190,164,3
13,50,1,1,1,1,0,1,0,11,1,6.3953,164,4
14,46,1,1,1,1,0,1,0,11,1,6.4770,164,5
15,45,1,1,1,1,0,1,0,11,1,6.5972,164,6
16,41,1,1,1,1,0,1,0,11,1,6.6921,164,7
37,50,1,1,0,0,1,0,1,12,0,6.1779,165,1
38,50,1,1,0,0,1,0,1,12,0,6.3172,165,2
39,50,1,1,0,0,1,0,1,12,0,6.4118,165,3
40,50,1,1,0,0,1,0,1,12,0,6.3969,165,4
41,40,1,1,0,0,1,0,1,12,0,6.5147,165,5
42,48,1,1,0,0,1,0,1,12,0,6.6134,165,6
43,45,1,1,0,0,1,0,1,12,0,6.6783,165,7
10,50,0,0,0,1,1,0,0,15,0,6.7154,166,1
11,48,0,0,0,1,1,0,0,15,0,6.7856,166,2
12,48,0,0,0,1,1,0,0,15,0,6.8845,166,3
13,47,0,0,0,1,1,0,0,15,0,7.0031,166,4
14,43,0,0,0,1,1,0,0,15,0,7.0901,166,5
15,49,0,0,0,1,1,0,0,15,0,7.1701,166,6
16,48,0,0,0,1,1,0,0,15,0,7.2930,166,7
10,20,1,0,0,0,0,1,0,10,0,5.0106,167,1
11,30,1,0,0,0,0,1,0,10,0,5.0106,167,2
12,36,1,0,0,0,0,1,0,10,0,5.5215,167,3
13,52,1,0,0,0,0,1,0,10,0,5.6699,167,4
14,52,1,0,0,0,0,1,0,10,0,5.7366,167,5
15,29,1,0,0,0,0,1,0,10,0,5.8141,167,6
16,40,1,0,0,0,0,1,0,10,0,5.8141,167,7
3,40,0,0,0,1,1,0,0,17,0,6.2325,168,1
4,42,0,0,0,1,1,0,0,17,0,6.5793,168,2
5,44,0,0,0,1,1,0,1,17,0,6.6529,168,3
6,48,0,0,0,1,1,0,1,17,0,6.7452,168,4
7,48,0,0,0,1,1,0,0,17,0,7.4955,168,5
8,48,0,0,0,1,1,0,0,17,0,8.1605,168,6
9,50,0,0,0,1,1,0,0,17,0,8.3082,168,7
25,50,0,0,1,0,1,0,0,17,0,6.9058,169,1
26,50,0,0,1,0,1,0,0,17,0,6.9058,169,2
27,51,0,0,1,0,1,0,0,17,0,7.4085,169,3
28,51,0,0,1,0,1,0,0,17,0,7.4674,169,4
29,51,0,0,1,0,1,0,0,17,0,7.5229,169,5
30,49,0,0,1,0,1,0,0,17,0,7.4674,169,6
31,50,0,0,1,0,1,0,0,17,0,7.5756,169,7
24,39,1,0,1,0,1,0,0,9,0,5.6733,170,1
25,47,1,0,1,0,1,0,0,9,0,5.7462,170,2
26,49,1,0,1,0,1,0,0,9,0,5.8289,170,3
27,50,1,0,1,0,1,0,0,9,0,6.0799,170,4
28,52,1,0,1,0,1,0,0,9,0,5.9915,170,5
29,49,1,0,1,0,1,0,0,9,0,5.9915,170,6
30,49,1,0,1,0,1,0,0,9,0,6.1377,170,7
12,51,1,0,0,1,0,0,0,12,1,5.9915,171,1
13,51,1,0,0,1,0,0,0,12,1,5.9269,171,2
14,50,1,0,0,1,0,0,0,12,1,6.0799,171,3
15,49,0,0,0,1,0,0,0,12,1,6.0799,171,4
16,45,0,0,0,1,0,0,0,12,1,6.2634,171,5
17,52,0,0,0,1,0,0,0,12,1,6.4378,171,6
18,28,0,0,0,1,0,0,0,12,1,6.5511,171,7
10,48,0,1,0,1,1,0,0,16,0,6.9058,172,1
11,47,0,1,0,1,1,0,0,16,0,6.9058,172,2
12,47,0,1,0,1,1,0,0,16,0,7.2277,172,3
13,46,0,1,0,1,1,0,0,16,0,7.2930,172,4
14,48,0,1,0,1,1,0,0,16,0,7.3337,172,5
15,49,0,0,0,1,1,0,0,16,0,7.5735,172,6
16,50,0,0,0,1,1,0,0,16,0,7.2710,172,7
28,48,0,1,0,1,1,0,0,16,0,6.9058,173,1
29,46,0,1,0,1,1,0,0,16,0,6.9058,173,2
30,46,0,1,0,1,1,0,0,16,0,7.3460,173,3
31,49,0,1,0,1,1,0,0,16,0,7.3132,173,4
32,44,0,1,0,1,1,0,0,16,0,7.5549,173,5
33,48,0,1,0,1,1,0,0,16,0,7.7187,173,6
34,43,0,1,0,1,1,0,0,16,0,7.6962,173,7
5,28,1,1,0,1,0,0,1,12,0,6.0822,174,1
6,40,0,1,0,1,0,0,1,12,0,6.5132,174,2
7,29,1,1,0,1,0,0,1,12,0,6.6214,174,3
8,46,1,1,0,1,0,0,1,12,0,6.6995,174,4
9,48,1,1,0,1,0,0,1,12,0,6.7957,174,5
10,49,1,1,0,1,0,0,1,12,0,6.8967,174,6
11,48,1,1,0,1,0,0,1,12,0,6.9967,174,7
3,49,0,0,0,1,0,1,0,12,0,5.9661,175,1
4,50,0,0,0,1,0,1,0,12,0,6.1115,175,2
5,48,0,0,0,1,0,1,0,12,0,6.1738,175,3
6,49,0,0,0,1,0,1,0,12,0,6.2206,175,4
7,48,0,0,0,1,0,1,0,12,0,6.2897,175,5
8,50,0,0,0,1,0,1,0,12,0,6.3647,175,6
9,49,0,0,0,1,0,1,0,12,0,6.7274,175,7
4,50,1,0,0,0,1,0,0,14,0,6.4361,176,1
5,50,0,0,0,0,1,0,0,14,0,6.6593,176,2
6,50,0,0,0,0,1,0,0,14,0,6.7452,176,3
7,50,0,0,0,0,1,0,0,14,0,6.8565,176,4
8,50,0,0,0,0,1,0,0,14,0,6.9078,176,5
9,49,0,0,0,0,1,0,0,14,0,7.1333,176,6
10,47,0,0,0,0,1,0,0,14,0,7.2189,176,7
19,49,0,0,0,1,0,1,0,15,0,6.7742,177,1
20,51,0,0,0,1,0,1,0,15,0,6.8255,177,2
21,48,0,0,0,1,0,1,0,15,0,6.0799,177,3
22,49,0,0,0,1,0,1,0,15,0,6.9078,177,4
23,47,0,0,0,1,0,1,0,15,0,6.2146,177,5
24,52,0,0,0,1,0,1,0,15,0,6.7007,177,6
25,50,0,0,0,1,0,1,0,15,0,6.5930,177,7
3,49,1,1,0,0,1,0,0,9,0,6.1003,178,1
4,48,1,1,0,0,1,0,0,9,0,6.1570,178,2
5,49,1,1,0,0,1,0,0,9,0,6.2422,178,3
6,50,1,1,0,0,1,0,0,9,0,6.3835,178,4
7,51,1,1,0,0,1,0,0,9,0,6.4249,178,5
8,47,1,1,0,0,1,0,0,9,0,6.5723,178,6
9,49,1,1,0,0,1,0,0,9,0,6.7569,178,7
20,47,1,0,0,0,1,0,0,16,0,5.7462,179,1
21,47,1,0,0,0,1,0,0,16,0,5.9269,179,2
22,49,1,0,0,0,1,0,0,16,0,6.0162,179,3
23,50,1,0,0,0,1,0,0,16,0,5.9480,179,4
24,46,1,0,0,0,1,0,0,16,0,6.0521,179,5
25,48,1,0,0,0,1,0,0,16,0,6.3244,179,6
26,49,1,0,0,0,1,0,0,16,0,6.3699,179,7
11,48,0,0,0,1,1,0,0,12,0,6.2897,180,1
12,48,0,0,0,1,1,0,0,12,0,6.3969,180,2
13,50,0,0,0,0,1,0,0,12,0,6.5454,180,3
14,50,0,0,0,1,1,0,0,12,0,6.7310,180,4
15,51,0,0,0,1,1,0,0,12,0,7.4933,180,5
16,50,0,0,0,1,1,0,0,12,0,6.7310,180,6
17,50,0,0,0,1,1,0,0,12,0,6.9829,180,7
14,46,1,1,1,0,1,0,1,12,0,6.5511,181,1
15,26,0,1,1,0,1,0,0,12,0,6.8669,181,2
16,50,0,1,1,0,1,0,0,12,0,6.9256,181,3
17,49,0,1,1,0,1,0,0,12,0,7.0648,181,4
18,49,1,1,1,0,1,0,0,12,0,7.1309,181,5
19,49,1,1,1,0,1,0,0,12,0,7.4384,181,6
20,32,1,1,1,0,1,0,1,12,0,7.1444,181,7
8,51,1,0,1,0,1,1,0,14,0,5.8579,182,1
9,51,1,0,1,0,1,1,0,14,0,5.8861,182,2
10,51,1,0,1,0,1,1,0,14,0,5.9915,182,3
11,50,1,0,1,0,1,1,0,14,0,6.0283,182,4
12,50,1,0,1,0,1,1,0,14,0,6.1093,182,5
13,50,1,0,1,0,0,1,0,14,0,6.1633,182,6
14,51,1,0,1,0,0,1,0,14,0,6.2146,182,7
10,36,1,0,1,0,0,1,0,8,0,5.4205,183,1
11,36,1,0,1,0,0,1,0,8,0,5.5175,183,2
12,39,1,0,1,0,0,1,0,8,0,5.1930,183,3
13,36,1,0,1,0,0,1,0,8,0,5.3471,183,4
14,35,1,0,1,0,0,1,0,8,0,5.6419,183,5
15,38,1,0,1,0,0,1,0,8,0,5.6595,183,6
16,41,1,0,1,0,0,1,0,8,0,5.7526,183,7
25,47,1,1,0,1,1,0,0,12,0,6.5539,184,1
26,47,1,1,0,1,1,0,0,12,0,6.7154,184,2
27,47,1,1,0,1,1,0,0,12,0,6.6241,184,3
28,47,1,1,0,1,1,0,0,12,0,6.8309,184,4
29,47,1,1,0,1,1,0,0,12,0,6.9566,184,5
30,47,1,1,0,1,1,0,1,12,0,6.7901,184,6
31,47,1,1,0,1,1,0,1,12,0,7.0901,184,7
23,48,1,0,0,0,1,0,1,12,0,6.5511,185,1
24,49,1,0,0,0,1,0,1,12,0,6.6201,185,2
25,48,1,0,0,0,1,0,1,12,0,6.7056,185,3
26,48,1,0,0,0,1,0,1,12,0,6.7856,185,4
27,46,1,0,0,0,1,0,1,12,0,6.8886,185,5
28,46,1,0,0,0,1,0,1,12,0,7.0076,185,6
29,47,1,0,0,0,1,0,1,12,0,7.1123,185,7
35,45,1,0,0,1,1,0,0,12,0,6.8024,186,1
36,45,1,0,0,1,1,0,0,12,0,6.8565,186,2
37,45,1,0,0,1,1,0,0,12,0,6.9801,186,3
38,46,1,0,0,1,1,0,0,12,0,7.0959,186,4
39,44,1,0,0,1,1,0,0,12,0,7.4883,186,5
40,44,1,0,0,1,1,0,0,12,0,7.4512,186,6
41,30,1,1,0,1,1,0,1,12,0,7.4787,186,7
22,47,1,0,0,1,0,0,1,12,0,6.9058,187,1
23,49,1,0,0,1,1,0,1,12,0,6.9058,187,2
24,45,1,0,0,1,1,0,1,12,0,7.1164,187,3
25,26,1,0,0,1,1,0,1,12,0,7.0741,187,4
26,22,1,0,0,1,1,0,1,12,0,7.0579,187,5
27,48,1,0,0,1,1,0,1,12,0,7.0264,187,6
28,42,1,0,0,1,1,0,1,12,0,7.2626,187,7
10,49,0,0,0,1,1,0,0,12,0,6.6201,188,1
11,48,0,0,0,1,1,0,0,12,0,6.6201,188,2
12,48,0,0,0,1,1,0,0,12,0,6.8330,188,3
13,48,0,0,0,1,1,0,0,12,0,6.9256,188,4
14,47,0,0,0,1,1,0,0,12,0,7.0238,188,5
15,46,0,0,0,1,1,0,0,12,0,7.0630,188,6
16,48,0,0,0,1,1,0,0,12,0,7.1831,188,7
23,48,0,0,0,1,1,0,0,17,0,6.9058,189,1
24,48,0,0,0,0,1,0,0,17,0,6.9058,189,2
25,49,0,0,0,0,1,0,0,17,0,7.0475,189,3
26,48,0,0,0,0,1,0,0,17,0,7.0901,189,4
27,48,0,0,0,0,1,0,0,17,0,7.1309,189,5
28,48,0,0,0,0,1,0,0,17,0,6.9994,189,6
29,49,0,0,0,0,1,0,0,17,0,7.0148,189,7
6,51,1,1,1,0,1,0,0,9,0,6.0958,190,1
7,51,1,1,1,0,1,0,0,9,0,6.2916,190,2
8,50,1,1,1,0,1,0,0,9,0,6.4052,190,3
9,50,1,1,1,0,1,0,0,9,0,6.6201,190,4
10,49,1,1,1,0,1,0,0,9,0,6.7190,190,5
11,50,1,1,1,0,1,0,0,9,0,6.8255,190,6
12,50,1,1,1,0,1,0,0,9,0,6.9546,190,7
25,50,1,1,1,0,1,0,1,6,0,6.1003,191,1
26,51,1,1,1,0,1,0,1,6,0,6.2916,191,2
27,51,1,1,1,0,1,0,1,6,0,6.2916,191,3
28,51,1,1,1,0,1,0,1,6,0,6.3716,191,4
29,44,1,1,1,0,1,0,1,6,0,6.4739,191,5
30,41,1,1,1,0,1,0,1,6,0,6.5468,191,6
31,42,1,1,1,0,1,0,1,6,0,6.5903,191,7
6,48,0,1,0,1,1,0,1,12,0,6.2860,192,1
7,49,0,1,0,1,1,0,1,12,0,6.4599,192,2
8,42,0,1,0,1,1,0,1,12,0,6.5496,192,3
9,15,0,1,0,1,1,0,1,12,0,6.6464,192,4
10,44,0,1,0,1,1,0,1,12,0,6.7685,192,5
11,47,1,1,0,1,1,0,1,12,0,6.8416,192,6
12,44,0,1,0,1,1,0,1,12,0,6.9479,192,7
32,48,0,0,0,1,1,0,0,16,0,6.9058,193,1
33,49,0,0,0,1,1,0,0,16,0,6.9058,193,2
34,50,0,0,0,1,1,0,0,16,0,7.3652,193,3
35,48,0,0,0,1,1,0,0,16,0,7.4248,193,4
